Crop,Current_N,Current_P,Current_K,Required_N,Required_P,Required_K
Maize,93,92,26,57,0,24
Maize,67,42,12,83,33,38
Mustard,113,54,21,0,0,19
Soyabean,28,100,17,0,0,23
Cotton,84,21,65,36,39,0
Lentil,24,40,13,0,20,7
Paddy,114,48,65,6,12,0
Sugarcane,209,112,22,66,0,38
Soyabean,23,31,28,0,49,12
Maize,95,29,31,55,46,19
Wheat,50,17,43,70,43,0
Cotton,90,14,60,30,46,0
Lentil,20,64,19,0,0,1
Cotton,24,77,40,96,0,20
Cotton,67,7,41,53,53,19
Maize,24,82,52,126,0,0
Potato,149,15,150,1,65,0
Sugarcane,311,100,33,0,0,27
Gram,29,61,27,0,0,0
Maize,94,65,41,56,10,9
Soyabean,2,68,26,18,12,14
Potato,32,68,91,118,12,29
Mustard,83,31,53,0,9,0
Maize,204,16,54,0,59,0
Mustard,108,22,44,0,18,0
Sugarcane,313,83,4,0,2,56
Potato,172,66,17,0,14,103
Arhar/Tur,26,106,58,0,0,0
Soyabean,4,100,36,16,0,4
Soyabean,6,113,16,14,0,24
Potato,71,89,26,79,0,94
Paddy,151,65,35,0,0,25
Gram,28,89,13,0,0,7
Arhar/Tur,4,52,52,16,28,0
Groundnut,12,65,35,13,0,5
Paddy,27,36,65,93,24,0
Wheat,27,44,42,93,16,0
Sugarcane,29,78,6,246,7,54
Mustard,23,58,43,57,0,0
Sugarcane,316,92,17,0,0,43
Paddy,1,22,61,119,38,0
Cotton,58,81,45,62,0,15
Potato,212,100,139,0,0,0
Gram,28,12,29,0,48,0
Groundnut,33,68,43,0,0,0
Potato,112,75,92,38,5,28
Groundnut,3,24,27,22,36,13
Gram,15,32,14,5,28,6
Sugarcane,15,5,6,260,80,54
Paddy,75,78,41,45,0,19
Mustard,55,28,51,25,12,0
Maize,56,51,72,94,24,0
Groundnut,36,0,57,0,60,0
Lentil,8,53,21,12,7,0
Cotton,145,29,5,0,31,55
Potato,49,64,64,101,16,56
Groundnut,22,68,46,3,0,0
Potato,87,86,58,63,0,62
Lentil,29,58,18,0,2,2
Lentil,28,23,10,0,37,10
Potato,79,62,164,71,18,0
Mustard,39,23,48,41,17,0
Sugarcane,215,53,89,60,32,0
Groundnut,18,32,53,7,28,0
Paddy,118,81,89,2,0,0
Wheat,39,44,38,81,16,2
Gram,12,40,19,8,20,1
Maize,161,0,24,0,75,26
Paddy,40,63,41,80,0,19
Arhar/Tur,19,86,44,1,0,0
Cotton,106,39,8,14,21,52
Potato,144,56,46,6,24,74
Groundnut,25,26,43,0,34,0
Sugarcane,61,81,6,214,4,54
Cotton,31,43,62,89,17,0
Paddy,163,9,19,0,51,41
Arhar/Tur,20,29,37,0,51,3
Potato,156,89,169,0,0,0
Paddy,119,74,43,1,0,17
Arhar/Tur,19,58,10,1,22,30
Arhar/Tur,11,60,31,9,20,9
Maize,176,103,26,0,0,24
Lentil,27,51,16,0,9,4
Wheat,123,37,41,0,23,0
Arhar/Tur,25,95,45,0,0,0
Arhar/Tur,23,35,19,0,45,21
Lentil,7,78,4,13,0,16
Lentil,8,82,26,12,0,0
Arhar/Tur,24,99,46,0,0,0
Lentil,19,83,17,1,0,3
Wheat,42,27,9,78,33,31
Sugarcane,71,4,89,204,81,0
Arhar/Tur,0,2,34,20,78,6
Paddy,22,0,67,98,60,0
Sugarcane,219,50,56,56,35,4
Maize,106,94,2,44,0,48
Gram,14,46,7,6,14,13
Lentil,17,66,8,3,0,12
Wheat,83,87,7,37,0,33
Wheat,73,76,55,47,0,0
Paddy,172,24,63,0,36,0
Lentil,15,25,7,5,35,13
Mustard,103,17,20,0,23,20
Wheat,155,10,48,0,50,0
Cotton,137,50,5,0,10,55
Groundnut,20,76,24,5,0,16
Gram,25,7,15,0,53,5
Soyabean,23,34,36,0,46,4
Arhar/Tur,1,26,52,19,54,0
Arhar/Tur,15,0,20,5,80,20
Soyabean,25,111,42,0,0,0
Arhar/Tur,25,115,2,0,0,38
Lentil,5,73,11,15,0,9
Maize,60,46,36,90,29,14
Arhar/Tur,23,86,15,0,0,25
Groundnut,17,82,44,8,0,0
Sugarcane,13,15,55,262,70,5
Arhar/Tur,9,50,17,11,30,23
Arhar/Tur,1,115,55,19,0,0
Cotton,88,2,74,32,58,0
Arhar/Tur,15,13,13,5,67,27
Gram,15,85,22,5,0,0
Cotton,24,27,41,96,33,19
Mustard,65,8,42,15,32,0
Sugarcane,302,72,5,0,13,55
Wheat,80,3,53,40,57,0
Paddy,24,12,73,96,48,0
Groundnut,24,65,56,1,0,0
Sugarcane,77,46,62,198,39,0
Wheat,125,84,1,0,0,39
Wheat,62,2,2,58,58,38
Soyabean,18,64,46,2,16,0
Maize,196,65,55,0,10,0
Maize,163,73,68,0,2,0
Wheat,80,37,25,40,23,15
Soyabean,28,31,2,0,49,38
Cotton,174,1,16,0,59,44
Wheat,105,19,26,15,41,14
Potato,106,80,103,44,0,17
Gram,21,65,25,0,0,0
Wheat,28,87,16,92,0,24
Sugarcane,295,110,41,0,0,19
Paddy,40,76,4,80,0,56
Potato,162,119,54,0,0,66
Gram,14,20,26,6,40,0
Paddy,156,66,53,0,0,7
Sugarcane,24,44,8,251,41,52
Groundnut,3,8,44,22,52,0
Groundnut,9,66,1,16,0,39
Cotton,44,78,87,76,0,0
Soyabean,12,112,49,8,0,0
Potato,10,99,10,140,0,110
Gram,28,46,9,0,14,11
Sugarcane,263,75,49,12,10,11
Soyabean,19,74,38,1,6,2
Lentil,28,27,27,0,33,0
Soyabean,7,50,30,13,30,10
Sugarcane,104,49,6,171,36,54
Cotton,109,72,79,11,0,0
Paddy,0,54,4,120,6,56
Cotton,80,36,65,40,24,0
Potato,15,41,62,135,39,58
Groundnut,8,79,40,17,0,0
Maize,194,104,12,0,0,38
Potato,145,51,88,5,29,32
Maize,222,55,37,0,20,13
Paddy,97,52,66,23,8,0
Maize,170,31,5,0,44,45
Arhar/Tur,4,102,8,16,0,32
Potato,62,61,152,88,19,0
Cotton,131,35,34,0,25,26
Soyabean,8,61,39,12,19,1
Sugarcane,267,62,73,8,23,0
Cotton,24,5,83,96,55,0
Mustard,20,33,27,60,7,13
Lentil,26,6,21,0,54,0
Mustard,29,40,32,51,0,8
Lentil,0,73,7,20,0,13
Soyabean,3,33,28,17,47,12
Lentil,15,75,11,5,0,9
Wheat,59,57,48,61,3,0
Lentil,7,68,18,13,0,2
Cotton,150,25,71,0,35,0
Maize,51,28,47,99,47,3
Arhar/Tur,16,41,54,4,39,0
Cotton,146,27,9,0,33,51
Gram,9,43,7,11,17,13
Arhar/Tur,20,25,34,0,55,6
Groundnut,23,4,32,2,56,8
Wheat,157,38,44,0,22,0
Arhar/Tur,28,53,15,0,27,25
Lentil,3,67,3,17,0,17
Wheat,93,29,56,27,31,0
Sugarcane,13,29,40,262,56,20
Paddy,108,77,29,12,0,31
Mustard,78,0,10,2,40,30
Mustard,40,43,39,40,0,1
Potato,89,103,177,61,0,0
Arhar/Tur,19,35,17,1,45,23
Mustard,55,58,28,25,0,12
Cotton,136,32,13,0,28,47
Sugarcane,165,22,1,110,63,59
Sugarcane,78,47,30,197,38,30
Gram,1,10,7,19,50,13
Sugarcane,66,30,58,209,55,2
Paddy,167,7,78,0,53,0
Maize,16,111,24,134,0,26
Mustard,90,37,19,0,3,21
Gram,19,40,5,1,20,15
Mustard,0,13,30,80,27,10
Cotton,56,17,53,64,43,7
Groundnut,28,48,42,0,12,0
Potato,17,47,0,133,33,120
Sugarcane,381,12,72,0,73,0
Mustard,48,35,6,32,5,34
Cotton,127,6,58,0,54,2
Sugarcane,292,28,33,0,57,27
Maize,188,108,7,0,0,43
Wheat,37,28,23,83,32,17
Sugarcane,180,29,70,95,56,0
Paddy,118,47,77,2,13,0
Lentil,10,74,20,10,0,0
Lentil,22,7,8,0,53,12
Potato,145,91,178,5,0,0
Maize,196,38,62,0,37,0
Groundnut,2,52,40,23,8,0
Cotton,61,85,59,59,0,1
Paddy,66,10,25,54,50,35
Mustard,1,35,53,79,5,0
Maize,205,32,22,0,43,28
Arhar/Tur,17,43,3,3,37,37
Soyabean,19,10,58,1,70,0
Paddy,149,62,15,0,0,45
Lentil,0,11,27,20,49,0
Paddy,87,54,79,33,6,0
Sugarcane,326,76,47,0,9,13
Potato,181,112,150,0,0,0
Arhar/Tur,3,6,57,17,74,0
Maize,85,47,1,65,28,49
Sugarcane,199,52,0,76,33,60
Sugarcane,158,40,39,117,45,21
Sugarcane,372,12,29,0,73,31
Groundnut,12,37,10,13,23,30
Paddy,102,53,88,18,7,0
Paddy,45,5,57,75,55,3
Paddy,133,70,68,0,0,0
Lentil,10,68,25,10,0,0
Wheat,60,4,16,60,56,24
Soyabean,1,31,45,19,49,0
Lentil,15,16,10,5,44,10
Mustard,51,55,3,29,0,37
Arhar/Tur,8,100,10,12,0,30
Cotton,95,51,84,25,9,0
Cotton,101,49,65,19,11,0
Cotton,25,71,11,95,0,49
Mustard,41,21,50,39,19,0
Cotton,153,13,25,0,47,35
Mustard,100,35,0,0,5,40
Cotton,16,82,61,104,0,0
Gram,5,31,2,15,29,18
Soyabean,2,107,19,18,0,21
Maize,74,5,72,76,70,0
Gram,15,4,1,5,56,19
Maize,9,17,51,141,58,0
Soyabean,19,2,31,1,78,9
Gram,3,15,7,17,45,13
Groundnut,16,22,44,9,38,0
Gram,20,45,6,0,15,14
Groundnut,4,11,24,21,49,16
Soyabean,3,52,12,17,28,28
Arhar/Tur,15,117,13,5,0,27
Lentil,27,55,10,0,5,10
Paddy,146,8,4,0,52,56
Paddy,104,46,79,16,14,0
Cotton,3,54,88,117,6,0
Arhar/Tur,25,79,6,0,1,34
Potato,57,59,175,93,21,0
Potato,191,46,77,0,34,43
Sugarcane,235,47,71,40,38,0
Lentil,18,77,12,2,0,8
Sugarcane,342,26,57,0,59,3
Cotton,30,39,39,90,21,21
Mustard,30,54,33,50,0,7
Sugarcane,49,71,70,226,14,0
Arhar/Tur,15,105,22,5,0,18
Soyabean,24,118,32,0,0,8
Soyabean,20,12,39,0,68,1
Arhar/Tur,1,75,32,19,5,8
Mustard,103,46,23,0,0,17
Maize,24,110,72,126,0,0
Soyabean,1,10,52,19,70,0
Wheat,33,36,23,87,24,17
Sugarcane,238,89,33,37,0,27
Paddy,53,31,62,67,29,0
Groundnut,1,23,48,24,37,0
Gram,2,39,15,18,21,5
Cotton,97,41,37,23,19,23
Sugarcane,189,105,74,86,0,0
Groundnut,0,7,50,25,53,0
Lentil,4,73,20,16,0,0
Cotton,162,51,49,0,9,11
Gram,23,81,1,0,0,19
Wheat,177,74,29,0,0,11
Paddy,172,13,19,0,47,41
Lentil,18,85,4,2,0,16
Paddy,146,10,57,0,50,3
Gram,18,55,11,2,5,9
Sugarcane,356,118,51,0,0,9
Potato,132,1,103,18,79,17
Groundnut,1,0,21,24,60,19
Cotton,162,20,17,0,40,43
Sugarcane,222,43,39,53,42,21
Arhar/Tur,20,56,12,0,24,28
Paddy,106,19,89,14,41,0
Lentil,21,42,6,0,18,14
Potato,119,94,63,31,0,57
Maize,115,88,22,35,0,28
Mustard,59,15,36,21,25,4
Gram,25,69,13,0,0,7
Soyabean,16,40,59,4,40,0
Paddy,56,72,70,64,0,0
Lentil,24,88,21,0,0,0
Potato,65,30,106,85,50,14
Arhar/Tur,26,69,27,0,11,13
Arhar/Tur,11,13,56,9,67,0
Paddy,46,11,53,74,49,7
Soyabean,5,63,36,15,17,4
Wheat,66,38,36,54,22,4
Soyabean,9,30,58,11,50,0
Cotton,138,83,55,0,0,5
Arhar/Tur,29,23,41,0,57,0
Sugarcane,257,20,70,18,65,0
Arhar/Tur,24,9,53,0,71,0
Arhar/Tur,20,31,18,0,49,22
Gram,17,71,7,3,0,13
Sugarcane,158,30,82,117,55,0
Arhar/Tur,2,88,25,18,0,15
Wheat,66,53,57,54,7,0
Paddy,90,31,89,30,29,0
Soyabean,20,71,42,0,9,0
Soyabean,14,2,38,6,78,2
Sugarcane,88,47,36,187,38,24
Mustard,38,5,43,42,35,0
Soyabean,20,15,11,0,65,29
Lentil,0,66,4,20,0,16
Arhar/Tur,18,99,46,2,0,0
Wheat,14,54,7,106,6,33
Arhar/Tur,25,71,31,0,9,9
Paddy,5,19,36,115,41,24
Sugarcane,35,103,59,240,0,1
Arhar/Tur,15,102,39,5,0,1
Cotton,13,70,11,107,0,49
Lentil,26,0,28,0,60,0
Sugarcane,256,17,87,19,68,0
Maize,92,74,6,58,1,44
Soyabean,0,55,12,20,25,28
Arhar/Tur,20,71,58,0,9,0
Sugarcane,38,46,3,237,39,57
Lentil,19,53,22,1,7,0
Cotton,127,72,60,0,0,0
Soyabean,6,27,43,14,53,0
Arhar/Tur,23,65,57,0,15,0
Cotton,85,35,55,35,25,5
Groundnut,35,64,24,0,0,16
Wheat,116,17,8,4,43,32
Groundnut,28,60,38,0,0,2
Maize,18,36,40,132,39,10
Wheat,78,86,33,42,0,7
Groundnut,21,59,3,4,1,37
Lentil,24,8,2,0,52,18
Maize,135,3,13,15,72,37
Wheat,157,43,49,0,17,0
Sugarcane,391,110,46,0,0,14
Sugarcane,251,34,83,24,51,0
Potato,132,71,25,18,9,95
Groundnut,27,46,8,0,14,32
Sugarcane,219,55,26,56,30,34
Mustard,93,13,53,0,27,0
Cotton,41,58,44,79,2,16
Paddy,43,5,43,77,55,17
Paddy,88,42,33,32,18,27
Cotton,51,80,49,69,0,11
Sugarcane,93,80,27,182,5,33
Lentil,14,34,14,6,26,6
Mustard,60,59,31,20,0,9
Mustard,94,46,38,0,0,2
Cotton,171,1,47,0,59,13
Cotton,78,46,35,42,14,25
Potato,55,50,117,95,30,3
Cotton,106,87,53,14,0,7
Arhar/Tur,4,74,1,16,6,39
Paddy,29,8,89,91,52,0
Cotton,5,20,4,115,40,56
Mustard,56,57,30,24,0,10
Soyabean,18,30,38,2,50,2
Mustard,1,11,28,79,29,12
Mustard,76,53,31,4,0,9
Lentil,23,21,3,0,39,17
Cotton,34,56,20,86,4,40
Sugarcane,274,94,20,1,0,40
Sugarcane,106,105,28,169,0,32
Paddy,69,39,44,51,21,16
Paddy,13,3,22,107,57,38
Arhar/Tur,25,97,3,0,0,37
Maize,155,54,43,0,21,7
Maize,34,93,16,116,0,34
Soyabean,27,29,14,0,51,26
Maize,184,52,48,0,23,2
Wheat,54,64,5,66,0,35
Mustard,27,22,5,53,18,35
Lentil,24,39,21,0,21,0
Potato,90,19,17,60,61,103
Gram,0,46,27,20,14,0
Soyabean,17,31,29,3,49,11
Paddy,51,49,39,69,11,21
Potato,139,54,124,11,26,0
Cotton,90,59,22,30,1,38
Mustard,66,21,46,14,19,0
Wheat,143,35,21,0,25,19
Arhar/Tur,29,79,20,0,1,20
Gram,12,84,11,8,0,9
Maize,33,110,28,117,0,22
Soyabean,12,43,57,8,37,0
Sugarcane,198,112,10,77,0,50
Arhar/Tur,24,45,52,0,35,0
Wheat,17,89,0,103,0,40
Paddy,6,54,56,114,6,4
Gram,11,81,15,9,0,5
Potato,101,115,4,49,0,116
Sugarcane,47,103,16,228,0,44
Cotton,93,21,44,27,39,16
Cotton,80,28,65,40,32,0
Lentil,18,76,4,2,0,16
Potato,19,93,73,131,0,47
Maize,141,78,44,9,0,6
Maize,72,34,25,78,41,25
Groundnut,9,7,52,16,53,0
Cotton,133,8,50,0,52,10
Sugarcane,160,86,16,115,0,44
Mustard,111,27,46,0,13,0
Maize,26,41,24,124,34,26
Cotton,2,58,40,118,2,20
Groundnut,17,32,34,8,28,6
Potato,5,90,99,145,0,21
Groundnut,36,2,59,0,58,0
Mustard,101,34,2,0,6,38
Gram,1,89,15,19,0,5
Sugarcane,396,78,41,0,7,19
Mustard,12,58,50,68,0,0
Lentil,7,13,15,13,47,5
Potato,218,45,69,0,35,51
Cotton,41,85,77,79,0,0
Sugarcane,364,53,87,0,32,0
Groundnut,28,38,34,0,22,6
Paddy,64,69,27,56,0,33
Potato,75,118,49,75,0,71
Lentil,13,86,10,7,0,10
Arhar/Tur,12,40,27,8,40,13
Sugarcane,239,28,64,36,57,0
Groundnut,8,17,41,17,43,0
Soyabean,2,0,40,18,80,0
Wheat,57,88,8,63,0,32
Lentil,13,7,26,7,53,0
Paddy,4,84,16,116,0,44
Gram,12,38,9,8,22,11
Arhar/Tur,15,21,36,5,59,4
Lentil,15,71,21,5,0,0
Groundnut,7,65,23,18,0,17
Maize,44,90,58,106,0,0
Paddy,80,9,34,40,51,26
Groundnut,33,83,52,0,0,0
Soyabean,12,77,8,8,3,32
Lentil,8,61,3,12,0,17
Wheat,165,53,30,0,7,10
Groundnut,13,57,59,12,3,0
Gram,15,31,7,5,29,13
Groundnut,20,79,45,5,0,0
Arhar/Tur,1,40,21,19,40,19
Lentil,0,23,19,20,37,1
Mustard,10,30,15,70,10,25
Wheat,151,39,11,0,21,29
Cotton,105,62,14,15,0,46
Sugarcane,335,6,42,0,79,18
Groundnut,29,81,22,0,0,18
Potato,173,14,85,0,66,35
Wheat,61,78,24,59,0,16
Soyabean,12,108,9,8,0,31
Mustard,119,20,22,0,20,18
Wheat,176,20,18,0,40,22
Cotton,97,2,85,23,58,0
Mustard,21,47,43,59,0,0
Sugarcane,21,113,45,254,0,15
Mustard,72,7,54,8,33,0
Gram,8,77,5,12,0,15
Groundnut,6,78,30,19,0,10
Wheat,0,83,45,120,0,0
Mustard,106,6,50,0,34,0
Arhar/Tur,21,72,27,0,8,13
Soyabean,23,100,37,0,0,3
Potato,160,14,22,0,66,98
Maize,17,89,15,133,0,35
Arhar/Tur,14,57,28,6,23,12
Maize,220,45,72,0,30,0
Potato,61,81,4,89,0,116
Paddy,69,49,50,51,11,10
Arhar/Tur,14,19,47,6,61,0
Groundnut,0,80,47,25,0,0
Soyabean,27,82,38,0,0,2
Cotton,66,62,49,54,0,11
Gram,0,3,29,20,57,0
Cotton,142,85,26,0,0,34
Arhar/Tur,19,5,20,1,75,20
Paddy,43,43,69,77,17,0
Cotton,61,8,19,59,52,41
Groundnut,11,2,52,14,58,0
Groundnut,28,38,3,0,22,37
Maize,188,13,62,0,62,0
Groundnut,34,11,18,0,49,22
Maize,164,50,21,0,25,29
Gram,7,61,9,13,0,11
Mustard,58,37,45,22,3,0
Sugarcane,352,89,35,0,0,25
Maize,2,46,25,148,29,25
Sugarcane,66,60,74,209,25,0
Groundnut,30,14,52,0,46,0
Potato,65,52,11,85,28,109
Potato,44,30,167,106,50,0
Sugarcane,221,78,76,54,7,0
Cotton,64,6,33,56,54,27
Paddy,165,39,55,0,21,5
Sugarcane,349,62,20,0,23,40
Cotton,44,48,72,76,12,0
Sugarcane,165,82,16,110,3,44
Potato,196,108,22,0,0,98
Groundnut,21,44,20,4,16,20
Wheat,12,78,9,108,0,31
Mustard,96,10,22,0,30,18
Cotton,167,46,67,0,14,0
Wheat,174,82,13,0,0,27
Cotton,106,20,31,14,40,29
Sugarcane,363,125,1,0,0,59
Arhar/Tur,16,93,2,4,0,38
Wheat,6,66,0,114,0,40
Arhar/Tur,2,71,14,18,9,26
Lentil,21,79,12,0,0,8
Potato,9,49,50,141,31,70
Gram,5,44,10,15,16,10
Arhar/Tur,8,81,54,12,0,0
Mustard,13,50,31,67,0,9
Lentil,3,41,14,17,19,6
Wheat,105,34,28,15,26,12
Gram,26,48,8,0,12,12
Lentil,14,1,11,6,59,9
Lentil,5,83,20,15,0,0
Paddy,32,35,6,88,25,54
Arhar/Tur,21,23,18,0,57,22
Groundnut,31,56,0,0,4,40
Cotton,2,58,65,118,2,0
Soyabean,13,12,14,7,68,26
Groundnut,23,15,1,2,45,39
Lentil,25,53,7,0,7,13
Cotton,70,75,42,50,0,18
Sugarcane,385,89,18,0,0,42
Arhar/Tur,27,46,14,0,34,26
Cotton,9,15,35,111,45,25
Wheat,79,81,59,41,0,0
Sugarcane,195,98,79,80,0,0
Lentil,18,1,10,2,59,10
Cotton,32,37,18,88,23,42
Sugarcane,79,76,50,196,9,10
Paddy,155,28,44,0,32,16
Arhar/Tur,3,46,42,17,34,0
Lentil,25,20,13,0,40,7
Paddy,128,61,17,0,0,43
Arhar/Tur,0,72,12,20,8,28
Potato,18,34,172,132,46,0
Maize,62,91,27,88,0,23
Soyabean,19,67,27,1,13,13
Gram,12,0,21,8,60,0
Wheat,56,14,1,64,46,39
Paddy,16,47,67,104,13,0
Paddy,171,55,5,0,5,55
Lentil,23,3,21,0,57,0
Gram,7,9,12,13,51,8
Arhar/Tur,11,6,0,9,74,40
Wheat,175,4,38,0,56,2
Gram,15,31,25,5,29,0
Groundnut,17,6,36,8,54,4
Cotton,28,69,80,92,0,0
Arhar/Tur,14,43,20,6,37,20
Lentil,2,18,20,18,42,0
Sugarcane,354,70,68,0,15,0
Groundnut,26,39,20,0,21,20
Wheat,17,49,31,103,11,9
Arhar/Tur,20,41,52,0,39,0
Sugarcane,96,52,37,179,33,23
Lentil,3,36,3,17,24,17
Potato,120,103,5,30,0,115
Groundnut,22,31,26,3,29,14
Wheat,52,51,20,68,9,20
Soyabean,12,30,21,8,50,19
Maize,217,100,35,0,0,15
Wheat,74,44,44,46,16,0
Lentil,23,68,18,0,0,2
Sugarcane,153,22,41,122,63,19
Arhar/Tur,13,73,1,7,7,39
Lentil,12,71,9,8,0,11
Soyabean,1,59,58,19,21,0
Paddy,15,41,77,105,19,0
Groundnut,12,49,20,13,11,20
Maize,180,62,20,0,13,30
Cotton,51,52,83,69,8,0
Groundnut,0,34,2,25,26,38
Maize,105,20,50,45,55,0
Lentil,29,56,23,0,4,0
Arhar/Tur,10,11,11,10,69,29
Mustard,109,13,4,0,27,36
Mustard,91,20,12,0,20,28
Sugarcane,0,125,34,275,0,26
Lentil,17,56,22,3,4,0
Paddy,37,65,83,83,0,0
Gram,21,89,8,0,0,12
Wheat,56,44,46,64,16,0
Soyabean,25,2,51,0,78,0
Gram,11,60,9,9,0,11
Soyabean,22,40,20,0,40,20
Wheat,158,55,28,0,5,12
Gram,28,4,0,0,56,20
Maize,61,23,35,89,52,15
Groundnut,24,73,49,1,0,0
Paddy,127,47,76,0,13,0
Arhar/Tur,14,11,39,6,69,1
Cotton,32,69,61,88,0,0
Maize,153,34,36,0,41,14
Cotton,137,11,13,0,49,47
Lentil,28,30,8,0,30,12
Arhar/Tur,28,68,45,0,12,0
Wheat,53,22,48,67,38,0
Groundnut,2,80,33,23,0,7
Potato,119,118,177,31,0,0
Arhar/Tur,13,70,52,7,10,0
Arhar/Tur,10,78,39,10,2,1
Cotton,55,15,37,65,45,23
Lentil,23,76,2,0,0,18
Lentil,26,28,8,0,32,12
Groundnut,33,63,49,0,0,0
Arhar/Tur,2,106,53,18,0,0
Arhar/Tur,8,9,34,12,71,6
Maize,69,63,39,81,12,11
Mustard,8,30,37,72,10,3
Potato,39,48,111,111,32,9
Paddy,72,43,5,48,17,55
Wheat,46,60,3,74,0,37
Paddy,0,78,80,120,0,0
Wheat,125,18,16,0,42,24
Gram,7,46,8,13,14,12
Maize,3,38,0,147,37,50
Mustard,44,23,2,36,17,38
Paddy,66,84,75,54,0,0
Gram,20,36,29,0,24,0
Maize,117,105,27,33,0,23
Arhar/Tur,22,96,15,0,0,25
Arhar/Tur,13,60,40,7,20,0
Cotton,29,21,38,91,39,22
Mustard,33,47,9,47,0,31
Maize,16,74,5,134,1,45
Groundnut,11,61,17,14,0,23
Gram,9,58,10,11,2,10
Wheat,163,6,2,0,54,38
Groundnut,29,86,42,0,0,0
Groundnut,1,29,33,24,31,7
Gram,27,42,5,0,18,15
Gram,21,59,21,0,1,0
Gram,24,13,4,0,47,16
Arhar/Tur,27,76,44,0,4,0
Groundnut,14,29,53,11,31,0
Sugarcane,341,86,56,0,0,4
Gram,6,80,0,14,0,20
Cotton,4,86,61,116,0,0
Potato,213,67,60,0,13,60
Paddy,129,22,62,0,38,0
Groundnut,6,87,26,19,0,14
Groundnut,0,63,13,25,0,27
Sugarcane,409,55,54,0,30,6
Maize,56,97,52,94,0,0
Wheat,9,87,9,111,0,31
Sugarcane,401,33,57,0,52,3
Maize,105,107,28,45,0,22
Soyabean,8,96,6,12,0,34
Maize,43,10,35,107,65,15
Mustard,2,4,4,78,36,36
Maize,159,26,59,0,49,0
Cotton,11,66,60,109,0,0
Lentil,25,86,29,0,0,0
Lentil,24,63,11,0,0,9
Paddy,81,11,62,39,49,0
Sugarcane,30,96,50,245,0,10
Maize,208,75,61,0,0,0
Soyabean,7,60,46,13,20,0
Mustard,53,0,42,27,40,0
Mustard,73,0,38,7,40,2
Soyabean,17,103,0,3,0,40
Mustard,114,13,53,0,27,0
Maize,38,7,18,112,68,32
Cotton,37,25,2,83,35,58
Lentil,26,30,24,0,30,0
Gram,9,17,4,11,43,16
Cotton,133,29,18,0,31,42
Mustard,100,28,55,0,12,0
Cotton,105,20,61,15,40,0
Cotton,90,7,88,30,53,0
Mustard,111,28,26,0,12,14
Gram,28,18,5,0,42,15
Sugarcane,336,115,65,0,0,0
Paddy,100,54,58,20,6,2
Wheat,144,68,25,0,0,15
Gram,2,83,18,18,0,2
Arhar/Tur,9,69,3,11,11,37
Groundnut,20,19,3,5,41,37
Potato,155,72,69,0,8,51
Mustard,108,24,38,0,16,2
Gram,26,65,4,0,0,16
Potato,73,60,39,77,20,81
Groundnut,0,75,9,25,0,31
Mustard,116,34,55,0,6,0
Gram,12,18,6,8,42,14
Potato,152,71,17,0,9,103
Arhar/Tur,23,32,59,0,48,0
Potato,56,118,113,94,0,7
Lentil,4,9,12,16,51,8
Cotton,139,87,32,0,0,28
Wheat,178,27,33,0,33,7
Soyabean,24,105,59,0,0,0
Arhar/Tur,27,94,47,0,0,0
Cotton,31,46,78,89,14,0
Sugarcane,330,98,45,0,0,15
Lentil,14,41,18,6,19,2
Groundnut,12,81,18,13,0,22
Cotton,160,65,86,0,0,0
Arhar/Tur,10,67,31,10,13,9
Sugarcane,218,24,70,57,61,0
Gram,24,45,5,0,15,15
Maize,17,87,17,133,0,33
Groundnut,25,19,20,0,41,20
Arhar/Tur,0,88,50,20,0,0
Paddy,165,29,9,0,31,51
Gram,13,72,20,7,0,0
Mustard,50,13,55,30,27,0
Gram,20,3,28,0,57,0
Arhar/Tur,12,97,24,8,0,16
Maize,112,92,43,38,0,7
Paddy,86,25,73,34,35,0
Sugarcane,301,78,87,0,7,0
Cotton,93,42,24,27,18,36
Paddy,65,28,34,55,32,26
Groundnut,18,6,11,7,54,29
Sugarcane,40,29,29,235,56,31
Arhar/Tur,2,30,41,18,50,0
Soyabean,3,94,1,17,0,39
Potato,170,41,161,0,39,0
Lentil,3,51,12,17,9,8
Mustard,99,52,51,0,0,0
Arhar/Tur,22,57,46,0,23,0
Gram,3,26,2,17,34,18
Cotton,143,40,53,0,20,7
Potato,77,46,102,73,34,18
Arhar/Tur,26,53,1,0,27,39
Potato,209,22,71,0,58,49
Gram,0,46,29,20,14,0
Maize,109,104,47,41,0,3
Soyabean,9,96,16,11,0,24
Cotton,58,0,33,62,60,27
Potato,43,33,130,107,47,0
Mustard,117,31,29,0,9,11
Cotton,80,86,73,40,0,0
Wheat,130,49,46,0,11,0
Potato,68,118,72,82,0,48
Sugarcane,98,24,53,177,61,7
Wheat,142,46,57,0,14,0
Mustard,51,50,53,29,0,0
Groundnut,10,82,26,15,0,14
Gram,14,73,16,6,0,4
Lentil,9,30,11,11,30,9
Arhar/Tur,26,13,47,0,67,0
Mustard,79,56,6,1,0,34
Mustard,19,31,19,61,9,21
Cotton,98,75,57,22,0,3
Paddy,82,7,32,38,53,28
Mustard,60,42,44,20,0,0
Paddy,118,25,18,2,35,42
Wheat,21,74,35,99,0,5
Wheat,92,32,52,28,28,0
Lentil,13,1,21,7,59,0
Soyabean,26,96,55,0,0,0
Gram,10,75,8,10,0,12
